Mooring Name,Latitude,Longitude,Date,Time,xCO2 SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2 Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure (hPa),Licor Temp (C),MAPCO2 %O2,SST (C),Salinity,xCO2 SW (dry) (umol/mol),xCO2 Air (dry) (umol/mol),fCO2 SW (sat) uatm,fCO2 Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2,pH_SW,PH QF
LA_PARGUERA_67W_18N,17.954,-67.051,3/14/2012,15:17,405.5,2,16.15,394.4,2,14.5,1016.3,27.6,97.73,26.993,35.466,412.2,400.2,397.9,386.4,11.5,399.2,387.6,11.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/14/2012,18:17,394,2,17.02,387.6,2,15.16,1014.3,29,98.91,27.118,35.473,400.8,393.6,386.1,379.2,6.9,387.3,380.4,6.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/14/2012,21:17,399.4,2,15.98,384.8,2,14.32,1013.9,29.3,99.48,27.025,35.48,405.9,390.4,390.9,376,14.9,392.1,377.2,15,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/15/2012,0:17,403.1,2,14.16,388.9,2,13.3,1015.2,28.6,99.44,26.939,35.496,408.9,394.1,394.4,380.1,14.2,395.6,381.3,14.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/15/2012,3:17,408.7,2,13.86,396.8,2,12.94,1015.9,27.7,98.96,26.893,35.505,414.4,402,400,388,12,401.3,389.2,12.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/15/2012,6:17,414.7,2,13.1,399.3,2,12.15,1014.5,26.9,98.43,26.85,35.504,420.2,404.2,405.1,389.6,15.5,406.4,390.9,15.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/15/2012,9:17,408.5,2,12.75,399.4,2,11.72,1014.6,26,98.41,26.861,35.502,413.8,404.2,398.9,389.7,9.3,400.2,390.9,9.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/15/2012,12:17,407.4,2,14.26,404.8,2,12.84,1016.2,25.5,98.24,26.849,35.51,413.3,410,399.1,395.9,3.2,400.4,397.2,3.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/15/2012,15:17,405.9,2,15.29,394.2,2,13.62,1017,26.5,97.92,26.875,35.511,412.2,399.7,398.3,386.2,12.1,399.6,387.5,12.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/15/2012,18:17,400.2,2,16.06,389.8,2,14.21,1015.2,27.7,98.36,26.937,35.514,406.7,395.4,392.3,381.4,10.8,393.5,382.6,10.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/15/2012,21:17,400.2,2,15.91,386.8,2,14.28,1014.6,28.3,99.02,26.919,35.514,406.7,392.4,392,378.2,13.8,393.3,379.4,13.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/16/2012,0:17,403.6,2,14.82,384.7,2,13.83,1015.2,28.2,99.24,26.858,35.514,409.6,390.1,395.2,376.3,18.8,396.4,377.5,18.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/16/2012,3:17,406.8,2,14.18,399.1,2,12.9,1015.9,27.7,99.27,26.833,35.515,412.7,404.3,398.4,390.3,8.1,399.7,391.5,8.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/16/2012,6:17,409,2,14.14,395.7,2,12.95,1014.2,27.2,98.43,26.8,35.516,414.8,400.9,399.8,386.4,13.5,401.1,387.6,13.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/16/2012,9:17,411,2,13.74,394.1,2,12.65,1013.7,26.7,98.36,26.757,35.517,416.7,399.2,401.4,384.5,16.9,402.7,385.7,16.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/16/2012,12:17,410.5,2,14.65,393.9,2,13.29,1015.6,26.4,98.3,26.745,35.518,416.6,399.2,402.2,385.3,16.8,403.4,386.6,16.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/16/2012,15:17,403,2,15.45,390.6,2,13.83,1016.2,27.2,98.2,26.825,35.524,409.3,396.1,395.3,382.5,12.8,396.5,383.7,12.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/16/2012,18:17,403,2,16.38,389.2,2,14.33,1014.3,28.2,98.33,26.928,35.525,409.7,394.9,394.8,380.5,14.3,396,381.7,14.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/16/2012,21:17,401.2,2,16.43,385.4,2,14.3,1013.8,28.9,99.12,26.891,35.527,407.9,391,392.9,376.6,16.3,394.2,377.8,16.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/17/2012,0:17,401.5,2,14.99,384.6,2,13.63,1015.1,28.7,99.43,26.815,35.532,407.6,389.9,393.2,376.1,17.1,394.5,377.3,17.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/17/2012,3:17,403.7,2,14.13,391.6,2,13.23,1015.8,28.1,99.25,26.786,35.534,409.5,396.8,395.3,383.1,12.2,396.6,384.3,12.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/17/2012,6:17,407.1,2,13.96,395,2,12.8,1014.2,27.5,98.83,26.753,35.534,412.9,400.1,398,385.6,12.3,399.2,386.9,12.4,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/17/2012,9:17,415.2,2,12.96,398.1,2,11.91,1013.6,26.8,98.64,26.721,35.539,420.6,402.9,405.2,388.1,17.1,406.5,389.3,17.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/17/2012,12:17,410.7,2,14.15,401.9,2,12.43,1015.9,26,98.38,26.695,35.539,416.6,407,402.3,393,9.3,403.6,394.2,9.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/17/2012,15:17,402.2,2,15.91,394.1,2,14.15,1016.1,27.1,97.76,26.846,35.541,408.7,399.8,394.6,386.1,8.6,395.8,387.3,8.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/17/2012,18:17,406.2,2,17.22,388.8,2,14.93,1013.5,28.8,98.47,27.029,35.547,413.3,394.7,397.9,380,17.9,399.1,381.1,18,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/17/2012,21:17,402.2,2,17.14,384.6,2,14.81,1013.4,29.6,99.19,27.008,35.551,409.2,390.4,393.9,375.8,18.1,395.1,377,18.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/18/2012,0:17,407,2,14.41,385.3,2,12.82,1014.6,29.3,99.53,26.908,35.547,412.9,390.3,398,376.3,21.8,399.3,377.4,21.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/18/2012,3:17,406.9,2,14.29,392.9,2,13.06,1014.8,28.1,98.96,26.838,35.545,412.8,398.1,398.1,383.9,14.2,399.3,385.1,14.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/18/2012,6:17,413.9,2,13.43,397.4,2,12.26,1013.5,27.2,98.55,26.792,35.548,419.5,402.3,404.1,387.5,16.6,405.3,388.7,16.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/18/2012,9:17,422.6,2,12.79,402.9,2,11.91,1013.4,26.3,98.19,26.73,35.547,428.1,407.8,412.3,392.8,19.6,413.6,394,19.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/18/2012,12:17,417.9,2,13.88,400.4,2,12.41,1015,25.6,97.9,26.703,35.55,423.8,405.4,408.8,391.1,17.7,410.1,392.4,17.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/18/2012,15:17,412.5,2,16.16,397.5,2,14.59,1015.4,26.9,96.83,26.948,35.554,419.3,403.4,404.5,389.2,15.3,405.8,390.4,15.4,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/18/2012,18:17,402.6,2,17.66,392.6,2,15.62,1013.2,29.4,98.5,27.236,35.561,409.8,398.8,394.2,383.6,10.6,395.5,384.8,10.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/18/2012,21:17,391.4,2,17.12,384.3,2,14.62,1012,30.5,100.37,27.299,35.566,398.3,390,382.6,374.7,7.9,383.8,375.8,7.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/19/2012,0:17,398.8,2,13.73,383.1,2,12.14,1013.4,29.6,100.51,27.123,35.568,404.3,387.8,389.1,373.2,15.9,390.3,374.4,15.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/19/2012,3:17,403.5,2,13.71,387.8,2,12.49,1013.5,28,99.9,27.006,35.568,409.1,392.7,393.9,378.1,15.8,395.1,379.3,15.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/19/2012,6:17,407.7,2,13.2,397.9,2,12.11,1011.9,26.8,99.46,26.924,35.567,413.2,402.8,397.2,387.2,10,398.5,388.4,10,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/19/2012,9:17,417.6,2,13.06,397,2,12.41,1011.8,26,98.98,26.855,35.564,423.2,402,406.8,386.5,20.3,408.1,387.7,20.4,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/19/2012,12:17,416.3,2,14.35,409,2,12.89,1013.6,25.5,98.36,26.804,35.568,422.4,414.3,406.9,399.1,7.8,408.1,400.4,7.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/19/2012,15:17,414.2,2,16.36,400,2,15.92,1014.3,27,97.37,27.22,35.592,421,406.5,405.5,391.5,14,406.8,392.7,14.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/19/2012,18:17,416.1,2,17.47,391.6,2,15.52,1011.9,29.8,98.65,27.583,35.585,423.5,397.8,406.5,381.9,24.6,407.8,383.1,24.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/19/2012,21:17,396.7,2,13.77,379.4,2,13.3,1011.9,30.7,100.81,27.224,35.151,402.2,384.5,386.4,369.4,17,387.6,370.5,17.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/20/2012,0:17,395.4,2,13.27,385.7,2,12.51,1013.2,28.9,99.5,27.117,35.278,400.7,390.6,385.6,375.9,9.7,386.8,377,9.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/20/2012,3:17,405.7,2,13.09,390.7,2,12.08,1013.2,27.4,99.33,26.978,35.367,411.1,395.4,395.6,380.6,15.1,396.9,381.8,15.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/20/2012,6:17,417,2,12.37,397.6,2,11.61,1011.6,26.1,98.88,26.843,35.448,422.2,402.3,405.8,386.7,19.2,407.1,387.9,19.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/20/2012,9:17,410.7,2,11.94,400.9,2,11.48,1012,25.2,98.76,26.792,35.508,415.6,405.5,399.7,390,9.7,400.9,391.2,9.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/20/2012,12:17,404.5,2,13.69,408.8,2,12.42,1013.7,24.7,98.75,26.815,35.536,410.1,414,395.1,398.8,-3.7,396.3,400,-3.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/20/2012,15:17,394.9,2,16.12,401.3,2,15.78,1014.4,26.4,98.37,27.016,35.476,401.4,407.8,386.8,392.9,-6.1,388,394.1,-6.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/20/2012,18:17,406.9,2,11.93,390.2,2,10.68,1011.9,29.3,99.91,27.476,35.478,411.8,394.4,395.5,378.7,16.7,396.7,379.9,16.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/20/2012,21:17,415.7,2,15.04,383.1,2,13.8,1012,30.6,100.65,27.542,35.492,422.1,388.5,405.2,373,32.2,406.5,374.1,32.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/21/2012,0:17,409.3,2,13.87,382.6,2,13.27,1013.9,29.4,100.21,27.303,35.503,415,387.8,399.5,373.3,26.2,400.7,374.4,26.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/21/2012,3:17,408.1,2,13.63,389.1,2,12.74,1014.1,27.9,99.41,27.047,35.521,413.7,394.2,398.5,379.7,18.8,399.7,380.8,18.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/21/2012,6:17,408.2,2,13.2,399.3,2,12.3,1012.3,26.8,99.18,26.974,35.527,413.6,404.3,397.8,388.8,9,399,390,9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/21/2012,9:17,413.3,2,12.77,397.5,2,12.08,1012.7,25.9,99.15,26.892,35.53,418.7,402.4,402.8,387.2,15.7,404.1,388.4,15.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/21/2012,12:17,411.6,2,14.18,406.8,2,12.48,1014.7,25.3,98.75,26.85,35.535,417.6,411.9,402.6,397.2,5.4,403.9,398.4,5.4,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/21/2012,15:17,409.1,2,16.46,397.4,2,16.1,1015.2,26.9,97.63,27.145,35.545,415.9,403.9,401,389.4,11.6,402.2,390.6,11.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/21/2012,18:17,412.5,2,15.48,390.1,2,14.14,1013.2,29.5,98.92,27.555,35.554,419,395.7,402.8,380.4,22.4,404,381.6,22.4,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/21/2012,21:17,412.9,2,15.59,383,2,13.47,1012.6,30.8,100.21,27.562,35.559,419.4,388.2,403,373,30,404.2,374.1,30.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/22/2012,0:17,416.2,2,14.39,386.5,2,13.34,1013.3,29.6,99.26,27.292,35.555,422.3,391.8,406.2,376.9,29.4,407.5,378,29.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/22/2012,3:17,402.4,2,13.99,399.2,2,13.15,1014,28.2,99.52,27.218,35.54,408.1,404.5,392.9,389.4,3.5,394.1,390.6,3.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/22/2012,6:17,408.2,2,13.47,397.4,2,12.27,1012.4,27.1,99.04,27.115,35.558,413.8,402.4,397.8,386.8,11,399.1,388,11,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/22/2012,9:17,408.9,2,13.16,399.6,2,12.33,1012.3,26.2,98.95,27.039,35.562,414.3,404.6,398.4,389.1,9.3,399.6,390.3,9.4,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/22/2012,12:17,414.8,2,14.7,405.9,2,13.36,1013.7,25.8,98.39,26.958,35.571,421,411.4,405.4,396.1,9.2,406.7,397.4,9.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/22/2012,15:17,407.8,2,16.51,395.2,2,15.45,1014.6,27.4,97.7,27.122,35.575,414.6,401.4,399.5,386.8,12.7,400.7,388,12.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/22/2012,18:17,394.4,2,13.67,386.1,2,14.2,1013.4,29.3,99.88,27.456,35.599,399.9,391.7,384.6,376.7,7.9,385.8,377.8,7.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/22/2012,21:17,394.9,2,16.11,383.3,2,16.57,1011.5,29.2,99.7,27.324,35.589,401.4,389.8,385.4,374.2,11.2,386.6,375.4,11.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/23/2012,0:17,395.5,2,14.92,388.8,2,13.74,1012.4,29,100.48,27.166,35.584,401.5,394.2,386,379,7,387.2,380.2,7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/23/2012,3:17,394.5,2,13.96,387.7,2,12.94,1012.6,27.9,100.05,27.118,35.583,400.1,392.7,384.7,377.7,7,385.9,378.8,7.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/23/2012,6:17,403,2,13.49,401.4,2,12.38,1011.3,27,99.42,27.094,35.582,408.5,406.5,392.4,390.4,2,393.6,391.6,2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/23/2012,9:17,404.5,2,13.06,405.3,2,12.13,1010.9,26.1,99.19,27.032,35.576,409.8,410.3,393.5,393.9,-0.5,394.7,395.1,-0.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/23/2012,12:17,408.9,2,14.51,399.7,2,13.1,1012.8,25.6,98.71,27.006,35.585,414.9,405,399.2,389.7,9.5,400.4,390.9,9.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/23/2012,15:17,412.1,2,16.75,398,2,16.45,1013.2,27.2,97.78,27.364,35.582,419.1,404.7,403.1,389.2,13.9,404.3,390.4,13.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/23/2012,18:17,412.3,2,7.55,390.5,2,6.98,1011.2,30,98.95,27.935,35.574,415.4,393.3,398.2,377,21.2,399.4,378.2,21.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/23/2012,21:17,407,2,8.73,382.1,2,7.3,1010.7,30.6,101.21,27.762,35.565,410.6,384.9,393.5,368.9,24.6,394.7,370.1,24.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/24/2012,0:17,405.9,2,15.31,383.8,2,13.83,1012,29.8,100.09,27.685,35.565,412.2,389.2,395.7,373.6,22.1,396.9,374.8,22.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/24/2012,3:17,409.5,2,14.43,396.3,2,13.11,1012.8,28.7,99.91,27.528,35.574,415.5,401.6,399.3,385.9,13.4,400.5,387.1,13.4,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/24/2012,6:17,410.5,2,13.94,398.3,2,12.59,1011.3,27.6,99.33,27.352,35.576,416.3,403.3,399.6,387.2,12.4,400.8,388.4,12.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/24/2012,9:17,404.8,2,13.37,398.3,2,12.06,1011.6,26.8,99.26,27.224,35.571,410.2,403.2,394,387.2,6.8,395.2,388.4,6.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/24/2012,12:17,405.9,2,15.07,418.5,2,13.34,1013.6,26.3,98.85,27.179,35.571,412.1,424.1,396.6,408.2,-11.6,397.8,409.5,-11.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/24/2012,15:17,406.3,2,16.56,394.9,2,14.79,1013.6,27.8,98.21,27.33,35.575,413.1,400.8,397.5,385.7,11.8,398.7,386.9,11.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/24/2012,18:17,400.8,2,17.44,388.6,2,15.3,1011.8,29.3,99.17,27.492,35.578,407.9,394.6,391.6,378.9,12.7,392.8,380,12.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/24/2012,21:17,399.2,2,16.4,384.8,2,14.67,1011.5,29.9,99.9,27.37,35.567,405.9,390.5,389.7,374.9,14.7,390.9,376.1,14.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/25/2012,0:17,403.8,2,14.58,390.3,2,13.67,1012.9,29.4,99.88,27.305,35.558,409.7,395.7,394,380.5,13.5,395.2,381.6,13.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/25/2012,3:17,411.8,2,14.25,393.5,2,13.35,1013.6,28.3,99.23,27.279,35.57,417.7,398.8,402,383.7,18.2,403.2,384.9,18.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/25/2012,6:17,418.3,2,13.66,406.5,2,12.74,1012.4,27.3,98.59,27.259,35.569,424.1,411.8,407.6,395.7,11.9,408.9,397,11.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/25/2012,9:17,417.5,2,13.26,404.6,2,12.56,1012.3,26.6,98.47,27.185,35.57,423.1,409.7,406.7,393.8,12.8,407.9,395.1,12.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/25/2012,12:17,410.8,2,14.45,400.9,2,13.52,1014,26,98.51,27.193,35.576,416.8,406.4,401.3,391.3,10,402.5,392.5,10,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/25/2012,15:17,407.3,2,16.19,395,2,15.21,1014.3,27,97.9,27.309,35.58,414,401.1,398.7,386.2,12.4,399.9,387.4,12.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/25/2012,18:17,388.5,2,17.53,388.7,2,16.49,1012.3,28.8,99.26,27.613,35.586,395.4,395.2,379.7,379.6,0.2,380.9,380.7,0.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/25/2012,21:17,394,2,17.35,383.8,2,15.18,1011.9,29.9,100.49,27.446,35.565,401,389.7,385,374.2,10.8,386.2,375.3,10.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/26/2012,0:17,400.1,2,15.26,382.2,2,14.28,1012.4,29.7,100.29,27.315,35.559,406.3,387.7,390.5,372.6,17.9,391.7,373.8,17.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/26/2012,3:17,413.3,2,14.74,395.6,2,14.05,1013.5,28.7,99.5,27.279,35.56,419.4,401.2,403.6,386.1,17.5,404.9,387.3,17.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/26/2012,6:17,412.4,2,14.38,396.7,2,13.59,1012,27.9,98.93,27.234,35.561,418.4,402.2,402,386.4,15.6,403.2,387.6,15.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/26/2012,9:17,412.8,2,14.07,396.7,2,13.33,1011.9,27.3,98.68,27.189,35.563,418.7,402,402.3,386.3,16,403.5,387.5,16.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/26/2012,12:17,411.2,2,15.27,398.9,2,14.07,1013.2,26.9,98.3,27.171,35.558,417.6,404.5,401.7,389.2,12.5,403,390.4,12.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/26/2012,15:17,400.3,2,16.62,393.9,2,15.19,1013.9,28.1,98.05,27.315,35.557,407,400,391.8,385,6.8,393,386.2,6.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/26/2012,18:17,381.3,2,18.15,389.7,2,16.08,1011.7,29.8,99.68,27.793,35.572,388.3,396.1,372.5,380,-7.5,373.7,381.2,-7.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/26/2012,21:17,384,2,18.67,384.5,2,16.37,1010.8,30.8,100.98,27.706,35.573,391.3,390.9,375.1,374.7,0.4,376.3,375.9,0.4,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/27/2012,0:17,400.9,2,15.73,382.4,2,14.68,1011.9,30.5,101.2,27.531,35.571,407.3,388.1,391,372.6,18.4,392.2,373.8,18.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/27/2012,3:17,410.1,2,15.03,412.1,2,14.37,1012.6,29.4,100.21,27.481,35.571,416.3,418.1,400,401.8,-1.7,401.3,403,-1.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/27/2012,6:17,416.7,2,14.44,397,2,13.65,1012,28.3,99.53,27.426,35.572,422.8,402.5,406,386.5,19.5,407.3,387.7,19.5,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/27/2012,9:17,422.9,2,13.84,401.7,2,13.03,1011.9,27.4,98.75,27.386,35.575,428.9,407,411.9,390.9,21,413.2,392.1,21,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/27/2012,12:17,414.8,2,15.21,403.6,2,13.49,1013.1,26.8,98.45,27.347,35.571,421.2,409.1,405,393.5,11.6,406.3,394.7,11.6,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/27/2012,15:17,420.5,2,17.31,396.2,2,16.77,1014,28,97.29,27.765,35.608,427.9,403,411.5,387.5,24,412.8,388.7,24.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/27/2012,18:17,410.2,2,18.83,391.6,2,17.5,1011.9,30.7,99.01,28.348,35.582,418,398.5,400.6,382,18.7,401.9,383.1,18.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/27/2012,21:17,401.3,2,15.48,377.2,2,15.73,1011.8,31.9,101.27,28.308,35.569,407.6,383.2,390.6,367.3,23.3,391.8,368.4,23.4,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/28/2012,0:17,413.5,2,14,384.8,2,13.14,1013.4,30.7,100.65,27.95,35.568,419.4,390,402.9,374.6,28.3,404.1,375.8,28.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/28/2012,3:17,410.2,2,14.45,393.4,2,13.07,1014.6,29,99.75,27.855,35.568,416.2,398.6,400.4,383.5,16.9,401.7,384.7,17,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/28/2012,6:17,418.7,2,14.08,394.9,2,12.95,1013.1,27.8,99.36,27.749,35.57,424.7,400.1,408,384.4,23.6,409.3,385.6,23.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/28/2012,9:17,427.7,2,13.73,397.4,2,12.65,1013.1,26.9,98.79,27.635,35.575,433.6,402.5,416.8,386.8,29.9,418,388,30,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/28/2012,12:17,429.7,2,15.18,435.3,2,13.49,1014,26.5,97.98,27.569,35.575,436.3,441.3,419.7,424.5,-4.8,421,425.8,-4.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/28/2012,15:17,422.5,2,17.54,401.4,2,17.16,1014.3,28.2,97.01,28.06,35.579,430,408.4,413.4,392.6,20.8,414.7,393.8,20.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/28/2012,18:17,414.5,2,17.72,395.2,2,15.38,1012.3,30.7,99.1,28.44,35.596,421.9,401.3,404.5,384.7,19.8,405.7,385.9,19.8,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/28/2012,21:17,385.5,2,19.26,383.7,2,15.83,1011.9,31.8,101.21,28.548,35.598,393.1,389.9,376.6,373.5,3.1,377.7,374.6,3.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/29/2012,0:17,409.8,2,15.92,384.2,2,14.02,1013,31.3,101.02,28.2,35.591,416.4,389.7,399.6,374,25.6,400.9,375.2,25.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/29/2012,3:17,401.7,2,14.76,393.3,2,13.53,1013.8,29.9,100.57,27.736,35.581,407.8,398.7,392.1,383.4,8.7,393.3,384.6,8.7,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/29/2012,6:17,406,2,14.57,400,2,13.58,1012.6,28.6,100.19,27.709,35.582,412,405.5,395.7,389.5,6.3,397,390.7,6.3,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/29/2012,9:17,417.9,2,14.04,413.4,2,12.93,1012,27.7,99.72,27.696,35.589,423.8,418.8,406.8,402,4.9,408.1,403.2,4.9,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/29/2012,12:17,415.2,2,15.91,417.1,2,14.13,1013.9,27.1,99.17,27.649,35.58,421.9,423,405.8,406.9,-1.1,407,408.1,-1.1,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/29/2012,15:17,409.7,2,16.84,395.1,2,15.06,1014.3,28.3,98.68,27.721,35.576,416.7,401.2,400.9,385.9,14.9,402.1,387.1,15,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/29/2012,18:17,394.4,2,17.24,387.7,2,15.56,1012.3,29.4,99.75,27.872,35.587,401.3,393.8,385.2,378,7.2,386.4,379.2,7.2,-999,5
LA_PARGUERA_67W_18N,17.954,-67.051,3/29/2012,21:17,395.4,2,17.4,385.3,2,15.54,1011.8,29.8,100.19,27.837,35.586,402.4,391.4,386.1,375.5,10.6,387.3,376.7,10.6,-999,5
